text,time
都是社会底层人民的挣扎，这是个悲剧，令人心酸。如果女孩多给点搬运费，或者司机师傅没抢到单子，或许悲剧都不会发生。可是无数的巧合凑一块，悲剧就发生了。唉:-(努力多赚点钱吧。,21-3-4 10:29
回复@_今晚不难眠_:他家属弟弟不就是靠舆论，搞到货拉拉赔偿的吗？利用完舆论就删除微博，转头你搁这人死为大，不要讨论了,21-3-4 10:31
哎呀这个事。。。。。,21-3-4 10:32
什么叫以为偏航？这就是偏航！女孩子家家，请问你女儿坐上这个车，司机未按照规定行驶，你还会给他擦地洗白？！营销号，真搞笑！,21-3-4 10:39
生活不易。,21-3-4 10:41
女孩儿还是有点极端了,21-3-4 10:43
女孩确实是心大，晚上一个人搬家，我连看房子都得拉上一个朋友，就是有点害怕,21-3-4 10:56
希望那女孩夜里上门找你道歉都怪她自己,21-3-4 11:00
回复@_今晚不难眠_:双方都有问题，难道因为40分钟没到，司机就要乖乖等39分钟？大晚上花费1个半小时就赚50块钱，不能有脾气？,21-3-4 11:07
小钱能解决的问题现在变成用命来解决,21-3-4 11:13
总的来说就是司机脾气不好，但是没有什么坏心眼。女生安全意识薄弱，不懂的寻求朋友或者警察的帮助，而且低估了跳车的危险性。,21-3-4 10:44
副驾驶不系安全带才是最大的错误,21-3-4 10:49
有体会，人在累极了的状态下是精神高度紧张的，我的结局就是从一个朋友都没有的异乡逃回了家，可这个女孩失去了生命,21-3-4 11:16
平台是上货加卸货一共40分钟。女生光上货就花了30多分钟，下货起码也要30吧？按道理来说还是超时了的（仅讨论超时这个问题）,21-3-4 11:18
走捷径不是关键，是女孩多次询问为啥改而司机不理会，还恶言相向，司机还是有过错的，,21-3-4 11:23
这才是一个正常人应该有的反应吧生活真难,21-3-4 10:51
这两方都是悲剧。自己之前搬家也是上班忙赶时间打包好东西找了个小车都不是的手扶拉货车，就是没有封闭驾驶室的那种最便宜花了80还是一百来块拉了两趟。只有晚上九点后能在市区走好在两个房子距离不远，但一个三楼一个五楼，也是省钱都是自己搬到凌晨十二点多了还跑到马路上找以为丢了的一只鞋,21-3-4 10:51
有危险就应该报警，司机又没有采取暴力手段，又没有抢她手机，没有到最后一步，有必要一言不合立马跳车吗，这不是拿自己生命开玩笑吗？,21-3-4 09:31
这个事件无关男女性别，只是我们社会底层人员的悲哀，一个想多赚几十块，一个想省十几块，结果矛盾激化了，女人用生命来惩罚绕路和想赚搬运费的男人,21-3-4 09:36
我也叫过货拉拉，搬过几次家，每次都是先把东西拖到楼下去，再叫车....其实车来得很快，因为他们都在抢单，不是系统按照就近原则分配的单，是要靠抢....所以吧，相互体谅，大家底层人活得都不容易,21-3-4 09:42
额，我记得说那个女生不是月入2万么,21-3-4 09:48
看了警方说明，我只想说最开始把司机跟女生往见色起意上面扯的一些人才是最坏的，对于疲于奔命的中年人来说年轻漂亮并不比毛爷爷有吸引力。,21-3-4 10:01
有好的生活，自已一会选择而已！,21-3-4 10:01
有好的生活，自已不会选择而已！,21-3-4 10:01
一个为了省钱，一个为了多挣钱，然后内心产生了不满情绪，悲剧就发生了，唉😔,21-3-4 10:09
害怕的话可以手机报警什么的，跳窗真的就失去生命，再也没法拯救了，好可惜,21-3-4 10:21
唉！,21-3-4 10:26
🙏,21-3-4 10:27
这就是自媒体过度渲染不安全感的后果。很多女生都容易陷入被迫害妄想症中。前一段时间是北京还是哪里，一个女生以为出租车司机要害她，用刀割了人家司机，理由是自己觉得有点晕，以为司机在车里放迷药，所以先下手为强。最后警察批评教育了事。,21-3-4 08:34
按照网友目前的看法是司机跟乘客都死了就没问题了。平台？平台可是大资本家。得好好服务呢。,21-3-4 08:36
这是我看过的总结的最简单易懂的版本。,21-3-4 08:37
看到了唯一的可观评论。,21-3-4 08:40
七八年前接受过类似人的服务，怎么说呢，一言难尽。那时还没有移动互联网这些产品，我自己雇的蛋子车，当然自己搬，坐车上骂骂咧咧，自言自语，嫌拉的东西多，嫌地方远，嫌这嫌那，可是我透尼玛的这是事先说好的呀，我没拿枪顶着你吧。这类底层人，尤其三四十岁，早就被生活折磨的满身负能量，一碰就炸,21-3-4 08:49
@晴天_yz唉,21-3-4 08:53
抢手机做第二笔最好的办法就是帮助小姑娘，相信小姑娘能搬动的东西不会太重吧！看看孤身在外的一个姑娘，如果是我，我肯定能做到，顺手帮个忙！与人方便与己方便！,21-3-4 09:05
看评论区就知道微博还是那个微博,21-3-4 09:07
这是个好女孩，搬家竟然没有找个男生来帮忙,21-3-4 09:12
在外面生活，就得学会自己保护自己，自己的生命最大。像遇到这种事情，司机态度不好的，宁愿舍点冤枉钱，多说几句好话，都不会出现这个惨剧。因为陌生人的人品谁也不知道。,21-3-4 09:21
@Sophie很天真无邪,21-3-4 08:18
都是在努力生活的人,21-3-4 08:19
是货拉拉平台服务不闭环，只管到了运费，但搬费是自由喊价的，从来就不便宜，如果一起规范起来起码有个参考，这就是货拉拉的软肋...很多人搬一点才找货拉拉，搬多了找搬家公司，但是一点点的往往也是需要帮手的，特别是老弱病残的，应该规定价格上限,21-3-4 08:20
司机说啥你信啥光是因为天黑就冒着生命危险跳车跳车也不打开车门非要从窗户跳（肯定不是因为当时没有条件使用手机，也不是因为司机把车门锁了威胁她嘛，绝对不可能……因为司机说没有，而受害者没法说了）,21-3-4 08:21
是货拉拉平台服务不闭环，只管到了运费，但搬费是自由喊价的，从来就不便宜，如果规范起来起码有个参考，这就是货拉拉的软肋...搬一点才找货拉拉，搬多了找搬家公司，但往往也是需要帮手的，特别是老弱病残的，应该规定价格上限；不然司机就会去高要价，客户接受不了就自己搬，都没有好处，搞出恶情绪,21-3-4 08:24
月入两万的人会为了省这点人工费？让自己一趟趟搬？,21-3-4 08:27
司机和乘客有争执是因为女生搬上车他等了36分钟，然后司机想让女生付费帮她卸，不然到了目的地，又得再等近四十分钟？,21-3-4 08:28
太难了，两分钟搬一趟.....找个朋友来搬也好啊。为了语言不和跳车真不值得，但是总觉得面包车半开窗这个身高往外跳有点难吧,21-3-4 08:31
现在的人压力真的很大，都是钱,21-3-4 08:32
走近道能让乘客吓到跳车，这是走的无间道吗?,21-3-4 08:34
我曾经一个人。搬家二楼下四楼上，跑了60多次，谁不是生活所压迫，才会这样做,21-3-4 06:41
我觉得，月收入2万的人还这么省钱的，不好理解啊，压力这么大吗？,21-3-4 06:45
不提前搬好等司机，也许是没想到也许是怕丢东西；让司机等了那么久，给加个十块八块，嘴巴甜一点，也许……但是没有也许，也许一开沟通就不太顺畅呢,21-3-4 07:17
生活很难但是不能失了人性。,21-3-4 07:30
两个人的生活都有难处，女孩为了省点钱不愿意让司机搬，司机为了多赚钱，绕了路接单，结果误会➕猜疑，悲剧发生,21-3-4 07:35
警方通报里面有一点非常重要，就是之前累积的怨气爆发，司机骂人。我以前也遇到过这样的事儿，司机也是一个暴脾气。我被吼了一嗓子，仿佛被他用声波打了一个耳光，当时我就哭着喊停车幸好车停了，否则我也会跳车,21-3-4 07:47
都是脾气惹的祸悲剧啊,21-3-4 07:50
@peachlusion@互联网小戴,21-3-4 08:12
唉，悲剧,21-3-4 08:14
看了下性别男评论完毕,21-3-4 08:16
这个评论让我知道了大部分人没有搬家经验。搬过家（特指自己一手操办，你爸你妈你老婆你老公操办你只是跟着换个住的地方不算）的人都知道有多么麻烦，15趟能把东西全部拿走真的是断舍离做的很好了，竟然还有人觉得搬家跟旅行一下领着行李就走嘛？,21-3-4 08:16
我曾经一个人。搬家二楼下四楼上，跑了60多次，谁不是生活所压迫，才会这样做,21-3-4 05:19
女生为什么会害怕？为什么不害怕！！近几年网约车司机侵害杀害女生的案例还少么,21-3-4 06:41
我觉得，月收入2万的人还这么省钱的，不好理解啊，压力这么大吗？,21-3-4 04:44
不提前搬好等司机，也许是没想到也许是怕丢东西；让司机等了那么久，给加个十块八块，嘴巴甜一点，也许……但是没有也许，也许一开沟通就不太顺畅呢,21-3-4 06:45
生活很难但是不能失了人性。,21-3-4 07:17
两个人的生活都有难处，女孩为了省点钱不愿意让司机搬，司机为了多赚钱，绕了路接单，结果误会➕猜疑，悲剧发生,21-3-4 07:30
警方通报里面有一点非常重要，就是之前累积的怨气爆发，司机骂人。我以前也遇到过这样的事儿，司机也是一个暴脾气。我被吼了一嗓子，仿佛被他用声波打了一个耳光，当时我就哭着喊停车幸好车停了，否则我也会跳车,21-3-4 07:35
都是脾气惹的祸悲剧啊,21-3-4 07:47
正常情况下，谁也想不到这女孩会跳车，但她就是跳了。,21-3-4 07:50
应该房价再抬高年轻人更有动力,21-3-4 05:21
我曾经也一人搬家，好多趟,21-3-4 05:45
想想也是楼里说请朋友帮忙搬家的她都舍不得花钱请司机帮忙请朋友帮忙不欠人情啊月入2w还这么省钱大部分人做不到好吧司机也是咱们不知道家里情况也不知道这两个小时和40块钱对司机意味着什么两边都是沟通不好导致了女孩害怕司机生怨都没有什么大错只能说是太意外了,21-3-4 05:48
这女的不给钱给钱就赶紧收拾，行李都堆一楼司机也会帮忙提上车。而且那么怕死怕男人还能大晚上搬家的，也是个人才。,21-3-4 06:04
@peachlusion@互联网小戴,21-3-4 06:11
唉，悲剧,21-3-4 08:12
大家都不容易,21-3-4 08:14
司机为啥不能好好解释为什么路线不一样？女生也不会说跳就跳吧？期间没个减速？,21-3-4 06:15
看到了看到了，司机为了生活奔波很不容易，但是过失杀人的责任还是要负，这不矛盾。//@不知未来但继续奋斗:所以你看女拳，全是司机的错，对女孩赞美反射司机的恶劣，压根看不到司机也是为生活奔波//@生於七月二十一之窮蜀黍:所以放过那个司机吧,21-3-4 06:19
女孩省了一点钱送了一条命,21-3-4 06:21
所以该判自杀，车主无罪释放,21-3-4 05:19
女生为什么会害怕？为什么不害怕！！近几年网约车司机侵害杀害女生的案例还少么,21-3-4 01:37
一个重点：货拉拉确实坑，下次搬家还是不用他家,21-3-4 04:44
俩人是沟通问题，都挺悲剧的,21-3-4 01:43
说到底就是北社会压迫,21-3-4 02:03
平台也有责任，司机也是人，凭什么制定这种顾客就是上帝的不公平规则，叫滴滴和货拉拉明明可以到了路边楼下准备好了再叫车，车在路上开着几分钟就能到，说来说去，打工人惨女生也惨，都别站队了,21-3-4 02:16
生活是难但他俩的选择跟缺钱也没有直接的关系。钱要多少才够呢，亿万富翁也会因为付了5元不该付的停车费而生气啊，司机缺乏出来工作最基本的敬业精神，偏航不解释态度不好让客户感到威胁，女孩的跳车选择自然是不明智的，但主要还是司机的错误行为诱导她做出这种选择,21-3-4 02:50
评论区真是看尽了人性的恶,21-3-4 02:56
正常情况下，谁也想不到这女孩会跳车，但她就是跳了。,21-3-4 03:03
可能是双方语言过激，然后这姑娘以为开到小道要打她吧……然后司机说减速了，姑娘害怕就跳了，没想到这么脆弱。所以……动作片还是少看吧！,21-3-4 06:11
唉，生活不易,21-3-4 03:30
大家都不容易,21-3-4 03:44
@KatanaPilot,21-3-4 06:21
搬家不打包好，零零碎碎的搬了15趟……这种行为确实很令人反感吧……,21-3-4 04:18
所以该判自杀，车主无罪释放,21-3-4 01:37
一个重点：货拉拉确实坑，下次搬家还是不用他家,21-3-4 01:43
俩人是沟通问题，都挺悲剧的,21-3-4 02:03
说到底就是北社会压迫,21-3-4 02:16
平台也有责任，司机也是人，凭什么制定这种顾客就是上帝的不公平规则，叫滴滴和货拉拉明明可以到了路边楼下准备好了再叫车，车在路上开着几分钟就能到，说来说去，打工人惨女生也惨，都别站队了,21-3-4 02:50
生活是难但他俩的选择跟缺钱也没有直接的关系。钱要多少才够呢，亿万富翁也会因为付了5元不该付的停车费而生气啊，司机缺乏出来工作最基本的敬业精神，偏航不解释态度不好让客户感到威胁，女孩的跳车选择自然是不明智的，但主要还是司机的错误行为诱导她做出这种选择,21-3-4 02:56
评论区真是看尽了人性的恶,21-3-4 03:03
我上次搬家用的货拉拉，没选搬运费，自己东西大概十几个包裹。3楼没电梯搬下去，住的地方有电梯，这30块钱不太想付。后来司机来了帮我一起搬说要加钱，我答应了，一起搬了6.7趟大概，服务结束后把一些吃的喝的送给了司机，就免了口头约定加的钱。,21-3-4 00:40
底层内卷,21-3-4 01:11
我只知道急刹车很危险，轻点刹车我也觉得没毛病？所以？？真的急刹车人直接飞出去了吧…………,21-3-4 01:16
可能是双方语言过激，然后这姑娘以为开到小道要打她吧……然后司机说减速了，姑娘害怕就跳了，没想到这么脆弱。所以……动作片还是少看吧！,21-3-4 03:30
唉，生活不易,21-3-4 03:44
回复@黑色玻璃渣:如果在一个黑暗的小路停车或者跳车，你觉得女生能逃跑吗？女孩子不可能在这时候要求停车或者跳车的。在黑暗的小路停车或者跳车反而最不安全的。为什么不直接报警？所以很有可能司机锁上车门，是用言语或者肢体准备猥亵女生，所以女生情急跳窗。司机一面之词，随他怎么编。,21-3-4 01:21
主演都是穷惹得,21-3-4 01:26
女拳警告！阴谋论警告！什么？调查发现司机没有侵犯死者？那我意淫也要意淫出一段司机的猥琐心理活动，好证明国男的恶臭，仿佛失了智的精神病人歇斯底里的强行把整件事按在男女对立的立场上。从而强行打拳。,21-3-4 01:30
疯狂打拳这大概就是厕所吧,21-3-4 01:35
2万月收入是真的吗,21-3-4 01:36
让她害怕的不是司机的态度吗？能不能别每次都在受害者身上找问题？,21-3-4 11:18
赞同整天的搞男女对立网上一片乌烟瘴气的,21-3-4 12:38
可是你看看那个画面，语言恶劣，三次变道，越来越暗……谁不怕呢？空姐打车遇害，晚上跑步遇害……不是又一大波人说她没有防备心吗？,21-3-4 10:11
也不能这么说，很多因素导致的，如果她是白天搬家，如果她朋友多来帮忙搬家，就不会这样了,21-3-4 12:36
根据通报，21点29分多第一次在林语路佳园路口质疑偏航，根据监控时间大概29分50秒左右，大概在30分15秒再次质疑并要求停车，然后司机在20秒后30分34秒已经打120了，扣除停车回来查看拨打电话的时间，所谓要求停车到跳出去不知道有没有10秒，司机随便想一下要不要放下来算了这时间就过去了,21-3-4 11:20
还有跳车的影视作品也要背锅吧，一个个都以为自己特技演员附体。。。初中物理告诉我们60码相当于从5层楼窗口自由落体的撞击速度，5层楼下来能有几个完整的？何况脑袋先着地就2楼也完蛋啊，如果不是验伤没有搏斗伤、车内没有搏斗痕迹，真不敢相信会是自己跳的,21-3-4 10:14
之前互联网拼命炒作男女互害的新闻，搞得年轻女孩风声鹤唳草木皆兵，最后就是这样了,21-3-4 11:17
评论里说路真的很黑的，都没走过夜路吗,21-3-4 12:06
赞同整天的搞男女对立网上一片乌烟瘴气的,21-3-4 10:56
恐男是一方面这些人打拳的结果还有造成的警民对立这个事件中无论是尝试用报警震慑司机还是觉得会刺激司机选择让朋友帮忙报警等等都比在行进中跳车强结果完全没做跳车的危险也因为之前那帮制造对立的瞎哔哔被轻视了此外平台的责任也很大这事现在全在性别上骂平台甭提多开心了直接摘出去了,21-3-4 10:39
最后一条过了。没有最后一条也会害怕的。应该有个这种情况的应对机制。,21-3-4 11:48
这个跟恐男症无关，乘客/司机不论是男是女，遇到这种情况都会怕吧？只不过，有人会淡定一点，理智一点，有的就，唉。。。,21-3-4 13:52
以后女的走到街上看到男人就自杀算了,21-3-5 10:50
建议先处理网暴女性一口一个幕刃母狗在贴吧发偷拍图片意淫搞黄色的男拳蛆，男拳一日不除，国无宁日。还有，恐慌情绪不是渲染的，而是被真人真事搞出来的。,21-3-4 11:17
附议右边//@菠萝橘子蛋炒饭:渲染过分的恐惧害怕情绪，挑起性别对立。这些还不算是根本问题。重点是这些人还会接着渲染一种无助，悲观，绝望的情绪。然后不给你解决方案，或是给你一种过激的，错误的解决方案。甚至拒斥攻击正常的解决方案，比如：报警。,21-3-7 11:07
#货拉拉涉事司机被批捕#去百度查东西无意间看到的这百度评论区看的我满脑子问号这些百度网友给女生整了个设定：“爱看抖音杀人段子的三观不正小女生”其次他们观点就是女生死了活该我当时就疑惑了带抖音节奏是想给抖音弄垮吗？为什么这么多恶意揣测死者污蔑死者名声的行为的人？试问有良心吗,21-3-4 00:21
货拉拉事件中你可以说女生社会经验少，不懂人情世故，但是看全程通报女生都没做错啥，反观司机，女孩不肯让搬家赚不到搬家费，就态度恶劣，后面偏航多次也不解释，导致最后的悲剧，为了赚钱大家都理解，但是起码先做好份内的事情，过失致人死亡的罪名一点都不冤枉。这其中货拉拉平台的监管缺失责任更大，对司机的准入门槛，对行车路线的监控，相应的评价及投诉机制都缺失，难辞其咎。,21-3-3 12:37
我用货拉拉搬过几次家，有2次也没有喊搬运服务，我就提前把东西都弄下来等，然后给俩司机买了水，全程靠嘴甜，司机也帮我装车这些，到了目的地，我就4个行李箱，他俩帮我拎上去了，还没收我钱,21-3-3 12:40
其实就是想赚外快被拒绝了，开始找茬，我不知道别人，但作为自己装修搬家过的女生我太懂那个感觉了，他就是用性别在压迫你威胁你，不给你好脸色，觉得一个女生可以欺负。那种恐慌就是真真实实存在的，我相信女神的初衷是想逃跑，觉得受到了威胁，但是结果很不幸。,21-3-3 12:42
同意，不知道那些评论说司机惨的咋想的，除了跳车以外所有的主动因素都是司机发出的。,21-3-3 12:39
没事干跳车算没做错事？,21-3-3 12:39
看到那些说司机无辜的，无语。。。能不能多一点同理心？,21-3-3 12:39
大半夜偏航不解释，太令人害怕了,21-3-3 12:40
什么叫女生都没做错啥？？女生做错了最重要的一步！不然整件事也不会发生！,21-3-3 12:39
搬运时间没有超出时间，差4分钟，估计司机等的不耐烦了，而且司机途中问过她，如果超时了是要加钱的，女孩子没有接他的话等于说女孩子先没有给他解释说一句，所以到后来司机也同样的态度对女孩子也不解释自己的行为。不过女孩子只占其中的一小部分，司机的责任还是比较大的。,21-3-3 12:45
凭什么等你这么久？我不赚钱啊,21-3-3 12:51
现在都要求完美受害者了吗？女生一个人大晚上的乘陌生男人的车还偏离航线言语激烈很难不害怕。超时没有达到40分钟觉得钱少是平台的事和女生有什么关系,21-3-3 12:53
大晚上的偏航到光线不好的路上，问了没有任何回应谁不害怕啊我以前和我朋友晚上赶高铁回家，司机新手上路不认识路给我们带跑偏了，问一问态度还很凶，就很可怕,21-3-3 12:44
50块钱的服务等接近一小时让小女生搬15次东西到车上，心情应该已经很恶劣了，不是我说司机对，是赚这个钱赚到吐血，最后还闹出人命。货拉拉我也叫过，加钱让师傅帮忙搬东西，还会请他喝水抽烟，过程相对很愉快。过世致人死亡是跑不了，但真怪司机也不应该，女孩子刚入社会，也不懂人情世故,21-3-3 12:59
法律和理论上没做错啥，可是情理上我觉得让司机等了这么长时间应该加点钱的，对司机来说时间就是金钱，而且那么晚开货拉拉肯定也不容易……不过主要平台问题，让司机等40分钟……总之都是辛苦活着的两个可怜人，几十块钱而已,21-3-3 12:45
其实前头矛盾都不是大事，但是俩人脾气都大，司机呢，就是常见的狗脾气，我给你拉到地方就行了，你别管我咋走，脾气上来了不管不顾，什么狗屁路线规定，脾气再大点的撂挑子给人扔半路的都有，也不少见了,21-3-3 12:52
司机等待的时间也是时间，也是人家的钱,21-3-3 12:42
一大堆人在谴责女生，我就醉了，有安全意识还不行？而且本来货拉拉也有写规定里面的等待时间，即使超时也会加钱，这个时间成本司机应该是一早就很清楚的。//@有所谓的昵称:同意，不知道那些评论说司机惨的咋想的，除了跳车以外所有的主动因素都是司机发出的。,21-3-3 12:48
嗯，女生最多不算完美，司机可是真缺德。。,21-3-3 14:08
算了吧这女的又扣又自私，怪不得没有朋友帮她搬家。脑子还转不过弯，司机真倒大霉了，如果这也是过失杀人，真的对中国法制感到失望。,21-3-3 13:55
某周末公司聚餐在一个别墅搞轰趴，结束的时候遇到下雨，别墅区又偏远，我和同事（女）两人等了很久才叫到网约车，后排落座。打算的是先送我回家然后同事稍选一点，在同一条路上。期间司机开始聊他之前载过的乘客，一直说曾经载过一个富二代，他很想绑架别人巴拉巴拉，吓的我和同事直接一起下车的。,21-3-3 13:12
和氣生財和氣生財，保護好自己的同時，雙方盡量平和的溝通好,21-3-3 12:51
这不就是被困在算法的外卖骑手翻版吗，设定一个极其不合理的规则让司机（外卖骑手）通过剑走偏锋的方式赚钱,21-3-3 12:39
非要较真，女生是很难说错在哪，毕竟她没超40分钟时长，她有权拒绝搬运服务，货拉拉也不能要求她一定要提前准备好。,21-3-3 12:52
一个死脑筋不懂人情世故，一个赚不到钱耍脾气。哎，都是为了生活，何必呢,21-3-3 12:52
受害者没超过40分钟的等待时间，女孩唯一不应该的就是在害怕的情况下做出了冲动的行为。不管怎样，活着优先。不过她当时可能考虑不到那么多，太害怕了吧！,21-3-3 12:44
我有一次搬家用货拉拉，想提前先搬下去，结果司机早到半小时，非要帮我搬，结束以后强行收我一百块钱，走后发现他还落了一件我的行李在原住处,21-3-3 12:48
我是个货拉拉司机，货拉拉没有固定路线，给出的路线是因为要计费，都是按最短路程算的。搬家订单带搬运的绝对不接。不带搬运的偶尔接。我也会帮忙装卸车，但是不上楼。,21-3-3 14:11
有些人永远无法理解那种情况下女生为什么会选择跳车，不懂就闭上你们臭嘴,21-3-3 12:49
相比之下我遇到的司机太好了，要改线路都提前说为什么，然后问我可以不可以。还有一次加班打车回家，回到小区门口，老小区太黑了，司机问要不要送我进去,21-3-3 12:40
不针对这件事，只是外卖那时候都是可怜骑手，现在司机干等这么久怎么不是骂平台而是骂司机呢，按之前的逻辑应该可怜司机啊,21-3-3 12:43
我妈也关注了这个事她说“如果你这样搬家让我在门口等你四十分钟我一定骂死你”,21-3-3 15:44
共情司机的不知道咋想的,21-3-3 15:25
都是万恶的资本主义压榨底层劳苦群众才会让女孩子舍不得省点力气花搬家费，被平台抽成利润薄弱的司机想抄近路多接一单。货拉拉平台难逃责任，女孩子也不用自我保护太过激，开录音、报警、打电话给朋友都比跳车这种危害自己生命安全的行为要好得多。还有出门在外对人对事情绪不要太激动，大家都不容易。,21-3-3 16:01
40分钟是全程的等候时间，光是搬上车就用了36分钟，到目的地再卸货大概率就超时了。,21-3-3 13:06
喊过很多次货拉拉，可能我太好说话了，看到师傅搬运冰箱家具什么的，真的看起来挺辛苦的，除了平台费用外（师傅一般开口价在50左右）但我都会视情况私下给100+的搬运费给师傅，搬完后还会给可乐或者矿泉水，大夏天的时候还会让师傅一起吃西瓜说实话，都是一面之缘，客气就完事儿了,21-3-3 15:05
用货拉拉搬过一次，在平台上选好楼层付了搬运费的，正常讲我就不用上手了，我怕他太累就一起，跑的趟数比他还多…但司机一直要求我搬些重物，还问我为什么不打电话找朋友帮忙？后面搬家就用蓝犀牛了，因为真的可以当“甩手掌柜”。,21-3-3 12:51
说实话，我觉得司机没做错什么，换作是我估计操作一模一样,21-3-3 12:50
而且女生并没有超过规定的等候时间妈的,21-3-3 12:44
没做错啥她咋死的哦。。我觉着多招点女司机吧，门槛也都提一提，最好都接受过高等教育，一趟几十块也不少赚。,21-3-3 15:07
女孩搬了15趟，司机给她说话他不理，司机烦了,21-3-3 13:31
开车21分钟，等了36分钟，还没算卸车的时间，收入51块。货拉拉的超时补偿不合理，也不应该这么理所当然的让人等那么久。都不容易，也是特例。,21-3-3 13:21
是因为开头和司机有了不快，才有了后面司机为了多赚点钱偏航抄近路，开货拉拉的司机首先拉的是货不是人，你指望他有多好的素质不大可能，不是说共情司机，只要司机有了赶紧结束这单的心思，偏航就在所难免，就算说了这是近路女孩子也会说不走这条，因为天黑是主要因素,21-3-3 14:35
如果司机解释了姑娘也不听呢？,21-3-3 12:37
不是，大半夜偏航别说搬家了，就是坐个滴滴全程录音录像的我也害怕？？,21-3-3 12:59
太不理智了，但凡理智一些都不会有这种事。并不是谁死了谁道理大。两边都有理，都能理解。,21-3-3 13:06
我感觉都不咋地……但是确实平台没有监控录音就很不对，滴滴出过好几件这种事，竟然都没有装还有偏离导航其实很正常，打车啥的也经常会，但是一般导航都会说重新规划路线，然后可以看到新的路线，货拉拉是没有装吗,21-3-3 14:13
司机就是没赚到搬运费，心情不爽，为了接其他订单，没有经过女孩的同意就擅自偏航，如果你觉得这单很亏，完全可以不接这单，接了就要提供好服务。为什么那么多人觉得女孩错了，这个就像我去理发店剪头发，理发师一直要我办卡，我说不需要，然后理发师态度就变了，不仅不好好剪，还言语上冷嘲热讽。,21-3-3 14:37
找过一次货拉拉搬家，到目的地加价，翻了近一倍，说他的车子大，我说我预订的是小车，你自己出大车跟我有什么关系，最后还是给钱了，惹不起啊,21-3-3 14:46
这件事情女生一点毛病都没有。希望某些人不要再和垃圾共情了，哪天轮到你别喊冤。,21-3-3 14:58
不是女生想太多，是司机的态度让人有防备心，换我我也怕,21-3-3 15:18
就是啊，终于看到一个三观正常的了！服务行业本职都没做好！,21-3-3 15:35
但凡这个女生说句不好意思让你等太久然后给司机递瓶水，但凡司机多解释一句那条路更快，这事都不会发生都挺惨的,21-3-3 16:33
我真的无法理解司机，谁不是为了仨瓜俩枣活着，客户只是没买加价服务，不至于态度恶劣不解释做出让客户感到威胁的事，能共情这种人职业素养得多差,21-3-4 08:23
我以为你说得很清楚了，但是评论还很多人为司机喊冤，真是孝死,21-3-3 15:10
女生除了想省钱之外估计也考虑个人隐私吧……像我搬家也挺害怕搬家人员对我有什么东西家住哪里一清二楚的,21-3-3 12:53
目前看到的最理性的分析了，换位思考比较好，如果你是那个女生，就问你害不害怕,21-3-3 13:16
是的，要是让你等1小时12分，你肯定也笑脸相迎,21-3-3 13:16
现在叫搬家公司，都不用在车来前把东西搬到乘车地点吗？,21-3-3 13:26
女孩跳车直接导致了自己的死亡，这叫“全程通报女生都没做错啥”？？？？,21-3-3 14:29
过失致人死亡和过失杀人本质不一样哈（没有说在辩护谁的意思这是措辞不严谨的话整个个事件都变性了）,21-3-3 13:09
没错说得好没错半个服务行业还是服务态度不行,21-3-3 13:38
我已经不想说司机如何，或者平台如何，我只希望女孩子以后晚上尽量出门找个同伴，特别是这种晚上搬家出门回家的事情，一定要说女孩子脑补多了，过激了，那难道不是这个社会这类事件过多让女孩子这样紧张吗？,21-3-3 13:58
案件说明说的很清楚了，从事实证据上看的确是过失了…,21-3-3 14:37
我觉得货拉拉平台应该强制性给车里装监控，一个是监管司机，一个是给乘客安全感。遇到意外也能还原事实。,21-3-3 15:56
1月份时候用过货拉拉，当时感觉这个平台肯定会出事有个啥补贴一口价包高速，好几次有人接单之后打电话过来让搬东西+多少钱，我都拒绝了（比58上找搬运贵多了）。后面终于有一家师傅接了，要求不包高速费，我同意后发现来的车和接单的车牌号不是一个，打电话再去问师傅师傅说是同一个车队，别的车。,21-3-4 11:49
都有过错，但是自己的生命最终还是掌握在自己手里,21-3-3 12:44
为什么不能报警啊？司机行为不当，女生也太极端了吧…,21-3-3 13:03
觉得危险打110不会吗？不会和家人说一声就跳车？,21-3-3 13:14
在车上恐吓换我我也害怕，不过我会为了方便花钱请他帮我搬，让别人等太久会不好意思的，稍微变通一下，大家和气生财，也不至于今天,21-3-3 13:44
赚不到搬家费就态度恶劣可还行，你是免费加班加多了吧,21-3-3 13:48
自己先没素质还得别人惯着你，死者给的钱仅仅是送到货的。你点外卖可没资格要求外卖员绕地球三圈给你送货。货拉拉为什么叫货拉拉，不叫滴滴？,21-3-9 17:53
站着说话不腰疼，能在晚上9点还在跑单不就是想多赚点钱，现在是物质社会，是培养的赚钱第一！有本事你去，你看看你什么样！,21-3-15 09:07
货拉拉就一拉货的，又不是滴滴，偏航又怎样了，货按时送到就行了啊，而且换一条路还能再快几分钟，你收快递还会在乎你的快递是走哪条路来的吗,21-3-16 17:12
货拉拉司机真的非常嚣张跋扈,21-3-18 00:35
同意,21-3-3 12:40
对对对就是这样！,21-3-3 12:50
我碰到的货拉拉司机都是不肯帮忙搬的，给钱也不搬……,21-3-3 12:52
赞同,21-3-3 12:55
用过一次货拉拉，司机等了20分钟就说我超时了要加钱，当然我没给,21-3-3 12:55
有个合租室友搬家找的货拉拉，明明是一个路程，司机非说是两个路程，还说东西太多，要加一百块，投诉找客服客服劝他也不听，就搁楼下坐着不走,21-3-3 12:58
对,21-3-3 13:04
